20
889 1664
66 553 498
904 187 641
816 881 113
207 808 249
138 614 121
437 428 623
529 142 230
609 763 938
568 353 929
742 606 140
763 717 929
758 905 155
304 353 578
85 301 754
66 75 342
125 363 77
612 828 884
108 115 727
774 77 764
150 330 304
260 354 823
561 779 789
628 244 573
480 742 556
771 849 825
905 796 947
118 714 212
104 100 518
426 767 658
103 512 995
871 753 189
464 319 235
150 752 857
688 684 198
846 391 744
889 676 377
297 83 50
182 757 208
312 176 252
731 53 538
474 38 226
37 227 639
909 418 664
827 519 886
245 148 626
206 694 815
636 767 609
377 737 561
444 283 986
314 890 947
761 475 314
176 635 329
268 330 919
742 541 507
171 19 956
1 706 779
913 747 2
809 608 923
131 224 232
744 577 662
819 724 403
151 377 326
439 484 30
74 43 753
523 258 353
107 732 673
229 915 607
245 782 386
454 333 121
54 1 300
284 513 142
824 830 190
60 195 353
483 464 298
133 728 802
232 657 483
741 219 593
316 298 941
107 798 573
280 113 583
897 334 774
131 511 829
610 127 83
315 41 841
198 877 909
616 536 987
334 540 933
357 84 621
843 857 75
817 829 526
339 370 368
508 238 582
46 78 807
567 382 727
216 478 55
616 516 434
819 745 608
353 57 704
366 324 595
243 748 547
573 22 84
186 105 724
403 657 606
79 600 618
442 783 891
704 569 919
773 441 27
367 326 678
369 73 170
673 58 954
194 128 390
495 844 882
706 120 772
206 334 205
739 68 672
596 208 116
636 293 669
74 911 379
490 666 17
163 126 60
778 901 592
429 622 922
11 564 562
755 682 240
573 756 146
610 349 734
70 337 961
253 921 621
526 222 111
727 360 995
262 223 136
109 726 697
881 665 854
424 736 714
348 606 413
269 685 782
899 1846
593 133 915
368 732 500
257 610 839
460 390 127
522 625 667
243 323 373
7 839 899
585 500 693
323 844 794
429 107 750
892 177 126
206 41 390
298 77 850
866 639 834
667 441 951
51 804 819
461 457 331
423 351 205
722 67 814
883 58 201
664 814 551
246 869 694
305 719 348
247 541 603
573 585 149
464 435 607
499 473 859
156 512 392
871 173 190
41 697 131
784 21 24
120 852 536
485 421 982
794 318 347
712 428 959
621 681 743
816 55 807
842 726 735
148 23 375
599 559 313
688 101 410
73 49 689
332 712 550
603 103 663
501 760 840
798 235 817
617 186 820
182 314 142
520 111 294
848 442 379
265 888 220
553 446 76
331 704 701
315 146 398
241 610 429
838 24 826
430 95 630
98 254 553
11 702 766
523 435 847
678 163 339
155 224 408
515 833 600
411 495 137
249 641 407
858 664 184
268 448 131
762 862 1000
640 672 319
855 397 454
565 427 94
389 457 817
122 874 756
332 345 608
520 639 110
417 842 669
452 476 12
574 344 473
878 647 739
380 286 228
169 161 626
599 639 199
687 253 165
160 671 129
199 348 860
61 263 902
540 330 38
98 687 573
828 514 509
92 868 687
94 217 860
644 372 652
747 829 162
56 371 714
303 338 669
460 540 632
879 156 596
615 685 204
327 102 288
501 418 940
81 772 936
49 684 819
366 75 315
393 122 578
357 26 370
127 170 658
868 535 684
374 439 739
853 636 87
653 172 150
881 710 789
593 898 615
158 215 330
601 550 856
316 512 695
167 470 448
283 664 443
838 138 653
287 258 35
542 150 571
721 533 585
81 314 114
108 656 39
637 606 881
58 657 573
2 66 146
99 419 601
502 790 301
364 78 579
731 505 586
844 433 550
210 220 817
650 881 947
472 573 88
770 385 405
79 738 9
865 174 308
874 230 977
709 329 958
278 424 190
576 424 607
236 82 744
171 719 72
61 142 40
503 479 553
461 343 745
106 529 581
350 879 397
365 372 642
890 869 99
19 465 768
719 458 315
827 743 37
482 252 21
110 259 755
402 636 505
347 426 630
609 374 37
57 307 250
432 602 133
195 862 11
105 222 831
154 319 752
12 625 213
289 46 158
700 643 74
768 710 420
634 614 689
546 760 294
230 187 515
745 380 44
56 312 976
200 668 583
748 185 94
595 869 210
717 777 728
376 566 625
327 756 852
84 47 645
197 122 490
610 377 463
229 208 54
602 322 43
842 330 575
18 577 881
11 792 590
11 179 594
650 635 401
625 155 637
601 54 632
28 152 610
53 332 752
574 137 203
104 360 769
343 179 304
553 724 517
594 247 201
690 66 697
522 228 155
791 464 429
772 506 178
156 494 165
33 90 354
708 397 758
834 801 754
257 316 805
509 6 199
167 632 830
746 171 910
489 348 930
652 332 95
250 608 155
19 812 534
627 723 121
828 227 864
656 67 639
581 421 706
845 703 968
308 74 755
718 226 746
62 326 507
438 544 95
276 17 953
820 349 150
109 192 930
782 332 350
219 173 947
314 323 80
37 609 61
321 835 959
683 501 903
314 79 334
832 347 902
294 266 452
717 177 404
582 616 609
229 684 222
180 820 687
885 357 946
470 478 725
864 709 932
479 76 786
272 224 208
451 153 111
501 834 982
257 857 710
891 736 696
208 341 618
578 506 519
372 726 939
529 505 333
766 438 857
640 881 430
268 97 728
346 660 657
145 389 490
525 584 983
608 282 620
846 41 710
683 646 509
663 289 883
380 393 704
396 542 730
436 638 971
636 549 557
734 627 198
888 827 39
513 542 612
664 776 822
830 397 619
808 13 351
784 467 675
667 422 672
765 191 115
483 215 85
136 792 576
890 312 337
14 444 550
384 16 659
50 699 363
440 11 630
30 161 202
504 581 11
30 189 378
520 290 442
709 441 847
287 462 61
115 228 762
149 385 390
56 618 513
704 383 123
458 752 204
764 618 854
625 371 26
365 405 28
676 410 663
732 517 769
746 713 578
869 796 965
466 578 47
321 385 299
365 140 644
707 635 500
360 199 628
653 741 190
821 353 496
485 218 148
790 652 609
620 22 41
52 734 499
270 153 125
142 255 994
130 471 903
63 846 897
541 192 892
566 345 773
52 701 964
486 40 731
47 257 994
24 416 624
865 396 914
304 705 774
468 97 113
642 615 889
152 143 874
10 686 759
812 446 18
84 137 434
376 763 430
273 116 952
695 63 749
669 266 911
506 447 257
674 504 485
758 116 817
238 281 281
654 881 40
486 747 449
802 760 835
884 177 985
77 136 1
210 263 957
392 21 440
673 200 497
724 377 471
7 454 975
877 363 507
761 161 574
615 885 490
252 494 29
96 150 887
655 492 905
201 861 505
800 589 436
865 13 642
719 459 951
819 274 777
875 455 564
45 832 681
625 54 290
363 102 253
532 37 651
256 291 721
260 564 570
272 766 374
628 11 698
275 790 252
859 190 817
114 446 51
639 3 143
502 440 636
781 641 87
55 493 281
610 311 531
762 68 696
791 21 874
119 151 525
835 311 405
124 867 969
564 693 133
205 795 409
823 641 611
606 543 435
792 304 57
322 499 484
832 73 591
654 513 769
225 165 514
782 59 357
132 794 686
753 426 882
791 859 91
885 201 211
616 838 281
173 368 13
409 894 942
208 260 871
182 201 150
285 268 728
170 287 544
247 473 641
173 557 19
204 101 935
898 473 229
52 50 835
623 507 434
381 848 67
883 519 846
836 757 377
703 893 246
659 735 773
73 98 898
382 171 303
691 500 13
120 543 718
402 668 300
617 497 325
346 384 396
230 506 8
299 824 741
449 536 47
272 641 51
481 448 340
764 181 949
675 834 59
462 796 61
886 373 265
857 114 469
74 452 13
110 873 946
446 771 726
891 387 861
94 104 268
899 540 847
798 278 373
802 787 811
521 791 781
711 714 573
2 243 862
374 843 80
436 740 1
788 56 934
709 824 19
140 446 27
542 649 682
564 899 572
602 474 19
497 355 908
468 782 4
658 120 781
470 307 181
414 803 532
332 289 476
332 645 939
411 192 426
586 270 625
452 264 523
134 604 294
135 203 477
316 343 564
121 321 316
319 830 531
140 741 813
611 716 323
814 75 414
423 590 351
529 855 171
117 508 358
598 662 136
834 766 643
404 581 739
8 170 289
589 291 381
261 88 251
289 9 411
303 326 354
438 17 755
541 783 779
336 88 275
602 837 499
122 685 418
142 464 323
178 801 656
588 668 570
848 888 972
726 514 64
805 495 386
159 631 354
505 765 295
817 211 355
766 494 844
175 140 141
649 825 360
272 252 691
23 125 163
204 721 605
861 95 363
447 863 533
896 832 155
428 813 465
230 20 267
334 365 652
181 789 875
334 615 757
222 736 330
416 309 21
803 90 605
127 211 32
500 759 248
99 54 386
144 487 844
517 224 289
598 440 564
527 733 11
140 632 144
59 420 131
296 807 797
716 470 718
738 733 76
484 422 644
758 713 984
137 860 273
332 679 385
15 515 240
879 475 849
782 817 753
95 368 158
436 811 671
136 153 318
491 738 403
282 496 219
267 737 367
754 638 345
251 487 920
412 44 510
130 354 899
742 302 389
339 487 343
403 794 660
814 742 383
486 443 275
338 484 417
612 767 705
49 286 212
528 425 308
695 670 571
7 421 665
365 84 310
549 126 443
105 142 822
630 520 284
170 891 833
555 426 600
328 72 784
205 757 376
729 191 813
566 845 555
271 235 995
345 888 450
889 311 685
518 543 821
627 646 572
851 766 147
746 519 570
324 161 918
20 878 57
623 31 94
572 527 563
510 875 118
624 788 877
712 650 929
132 373 281
565 630 686
705 825 850
208 538 623
106 756 798
834 879 384
656 133 687
33 429 949
568 469 522
255 114 26
93 84 537
29 414 745
841 165 248
456 583 223
462 418 543
765 634 515
605 186 187
43 719 195
217 737 26
2 113 823
29 632 118
800 609 191
371 603 87
715 453 775
395 616 973
645 625 398
330 738 749
175 763 499
226 238 400
7 425 842
456 750 614
139 212 485
778 687 566
47 648 998
391 244 583
628 761 282
763 300 57
362 794 218
348 52 520
552 110 440
489 252 352
93 38 67
309 418 692
477 870 434
734 272 681
897 417 374
348 172 786
187 367 193
744 313 499
195 709 68
728 426 730
545 180 131
761 63 503
611 26 323
109 259 556
765 114 96
200 230 200
888 509 766
404 194 514
747 428 878
758 593 44
125 694 124
121 21 590
828 206 687
485 518 483
374 634 206
262 497 858
410 566 154
132 723 709
741 632 408
568 696 314
140 226 632
563 168 393
898 650 307
529 22 824
610 175 747
779 672 31
595 716 466
442 608 200
897 71 783
624 342 479
654 189 738
587 746 19
480 819 354
637 338 26
658 308 505
511 246 348
316 706 823
439 330 311
606 194 545
793 187 651
670 56 986
259 824 974
412 189 699
40 143 750
397 105 786
788 890 547
432 565 997
784 848 91
73 742 815
227 537 625
267 232 784
541 311 733
118 18 245
450 352 73
252 88 481
479 137 99
98 198 506
770 280 785
78 885 871
350 307 662
409 447 145
312 735 977
819 96 509
417 448 870
825 339 245
624 591 119
50 697 131
718 21 293
655 604 44
435 61 439
893 223 876
189 630 777
440 562 142
7 722 675
862 585 47
513 559 285
297 391 608
91 737 33
588 158 714
425 280 966
150 635 888
731 249 934
27 504 847
334 608 196
475 711 20
495 375 784
332 262 292
676 654 493
381 664 776
708 66 977
722 129 61
587 710 502
763 461 423
378 645 183
525 580 307
534 538 335
602 125 825
358 758 913
600 519 345
443 78 299
126 425 865
764 26 450
578 560 69
294 142 20
870 41 666
294 400 612
36 334 893
293 739 40
878 869 1000
278 625 336
349 437 703
867 635 820
276 159 697
120 41 972
819 616 723
766 622 958
262 480 854
89 47 545
628 466 165
810 132 220
885 454 183
124 880 616
773 382 400
288 156 53
55 572 73
196 164 763
407 706 493
248 683 752
504 329 247
543 883 638
52 440 498
609 159 451
793 648 770
515 234 826
86 210 160
785 893 472
651 514 494
341 678 697
788 2 338
721 570 254
68 602 35
243 106 342
663 227 245
725 31 611
552 400 765
442 55 64
311 253 136
232 203 431
626 779 613
60 306 757
10 34 727
213 514 164
806 324 298
648 247 469
825 554 176
665 893 387
656 391 971
500 797 468
274 524 729
299 491 263
383 88 929
108 736 846
338 319 806
175 178 16
896 481 266
633 736 219
808 850 460
402 60 218
601 455 316
768 282 927
245 758 420
893 473 606
421 865 544
64 337 930
650 147 187
118 706 156
815 820 482
60 634 924
137 67 111
231 311 958
148 681 521
82 507 343
93 505 616
411 839 847
236 40 493
480 374 401
242 686 281
687 639 916
489 21 820
838 732 364
709 737 866
116 887 571
641 502 723
269 779 647
507 817 481
800 235 262
756 267 498
679 51 217
323 119 322
202 718 635
477 341 419
612 573 705
393 194 981
482 738 183
561 260 692
53 224 798
741 751 728
767 894 940
474 199 669
414 778 425
315 474 8
446 752 894
72 608 994
827 256 915
699 517 844
279 217 311
212 54 569
788 81 336
736 765 733
572 321 91
878 64 28
87 453 61
176 662 380
649 601 563
379 575 362
480 371 716
342 654 312
672 273 566
615 510 647
605 746 792
696 727 965
620 32 852
654 310 259
669 642 459
345 645 6
765 407 616
780 377 169
705 344 530
280 136 80
547 388 81
407 821 573
155 328 853
564 448 530
375 584 594
450 496 217
748 694 50
744 829 298
690 73 20
502 609 585
101 756 787
525 342 837
281 53 590
399 259 56
567 262 348
415 785 942
566 595 291
51 742 169
413 778 962
857 504 554
160 206 130
118 605 342
763 531 586
24 400 366
209 196 202
527 828 831
265 695 872
646 108 302
761 515 345
402 712 149
434 133 45
111 74 438
739 365 116
868 144 878
90 860 559
467 137 569
526 575 280
367 751 583
237 885 346
752 734 35
576 170 981
637 829 292
186 153 708
381 764 197
448 61 882
436 739 694
167 673 113
454 35 340
234 812 957
768 523 567
318 356 53
438 399 463
823 407 556
159 688 132
584 515 357
558 895 850
457 191 919
648 66 482
136 754 57
593 335 910
484 897 351
382 314 310
529 475 836
781 623 379
670 187 213
682 799 312
841 565 763
9 312 483
336 482 23
780 120 677
186 429 161
14 61 520
420 740 410
306 326 286
550 743 441
497 37 681
559 137 711
511 224 421
186 287 579
743 837 887
457 895 622
3 850 694
647 820 761
256 475 828
735 262 480
198 346 988
297 783 943
317 199 920
884 774 474
561 633 211
623 675 42
236 125 934
827 817 579
873 757 834
418 756 908
108 81 670
228 817 388
94 89 227
654 631 347
395 404 138
368 156 727
823 832 124
266 7 545
295 716 449
252 685 159
734 564 311
270 340 176
408 239 900
820 88 125
742 489 894
214 553 279
391 395 831
8 159 691
240 266 744
297 567 207
641 746 291
315 90 191
136 289 945
127 661 679
674 613 254
81 312 137
165 184 777
110 841 762
671 4 623
553 502 988
630 673 773
566 716 120
6 381 975
709 308 450
869 749 979
460 396 584
515 267 135
766 445 16
75 744 623
658 778 673
34 678 130
165 251 42
767 181 203
698 22 831
276 482 66
757 237 74
104 267 683
495 366 162
748 537 256
34 311 234
730 766 345
172 356 811
888 734 183
593 517 48
466 411 166
222 176 127
894 217 482
864 76 487
501 471 74
495 64 696
243 129 597
692 161 348
457 831 580
738 275 289
217 115 182
264 714 282
655 821 912
635 28 477
512 131 42
512 599 106
355 298 304
768 261 918
517 799 202
650 548 863
85 761 127
701 550 376
76 861 480
377 896 887
840 478 961
266 559 603
549 512 41
55 422 359
780 303 998
163 623 8
753 727 679
170 545 405
365 877 331
166 582 100
829 130 613
817 778 862
200 891 22
830 96 649
366 123 823
690 375 786
898 492 369
249 133 98
422 361 269
468 535 319
648 858 53
519 864 925
633 256 849
520 506 898
432 717 956
606 294 556
203 255 392
246 597 12
52 53 775
576 287 243
892 339 930
826 602 904
380 249 341
446 321 377
606 688 899
854 799 119
381 31 130
80 523 681
321 515 135
795 694 123
16 17 635
239 570 657
316 637 45
847 180 169
398 569 581
104 841 117
711 772 465
739 852 814
240 669 643
732 538 218
376 364 575
113 362 106
669 867 698
71 95 933
328 446 479
606 355 949
710 677 13
411 525 542
641 219 273
841 480 574
337 694 463
420 219 820
442 629 868
627 871 736
38 424 557
807 440 508
219 635 254
368 427 665
876 550 79
807 708 195
161 109 460
253 819 126
497 696 168
880 670 632
647 541 30
11 114 622
521 351 907
393 462 125
870 435 86
298 78 221
294 781 151
858 57 294
179 668 965
392 808 685
661 72 840
185 70 857
570 104 340
599 794 739
754 458 930
646 764 154
431 264 97
139 417 779
835 592 993
57 751 114
173 781 733
398 282 137
167 180 264
501 38 771
564 428 346
561 821 496
589 483 366
238 525 426
596 458 996
826 394 709
669 667 950
85 815 83
57 661 12
259 17 399
397 60 700
735 784 744
896 181 998
535 292 741
172 884 547
508 870 169
34 513 320
758 21 359
873 621 301
539 466 709
457 138 985
357 70 324
3 108 222
19 685 556
641 584 503
546 115 141
281 38 594
623 246 502
867 677 458
155 238 329
110 434 394
861 838 323
444 400 875
97 608 863
195 665 284
385 141 946
652 844 841
86 404 822
626 66 505
737 109 510
304 515 717
28 668 778
469 18 872
711 620 826
150 661 145
175 237 769
28 452 935
232 866 614
421 821 436
825 258 685
154 322 103
218 495 653
433 655 349
30 746 466
366 527 6
594 199 286
493 816 339
38 825 617
37 474 629
409 49 534
94 464 479
880 578 968
20 378 829
610 101 61
404 831 969
406 818 675
827 144 897
255 552 820
360 121 638
826 327 476
86 379 406
267 720 156
744 480 292
87 875 757
412 370 483
470 885 314
846 557 141
449 555 942
119 493 364
243 42 254
488 340 730
393 713 233
780 347 307
895 276 922
640 573 197
75 663 466
90 639 181
34 706 719
489 685 180
260 441 482
53 450 193
596 349 388
784 463 741
438 668 690
529 30 762
100 842 738
377 244 800
107 271 281
188 891 687
362 680 698
632 659 958
792 9 692
389 814 743
21 789 661
778 768 806
331 190 551
296 290 563
743 273 539
370 235 156
679 384 487
597 557 158
99 574 319
67 786 482
420 175 404
157 126 373
127 516 780
150 297 369
469 748 96
383 372 839
67 195 79
123 129 747
857 410 898
188 298 884
38 280 293
590 380 134
482 528 879
810 221 485
425 496 644
891 760 653
771 557 473
517 800 975
354 413 962
197 572 297
599 606 228
483 679 543
115 804 390
138 808 579
132 116 786
274 646 491
644 706 319
349 232 192
227 578 303
177 504 713
342 746 477
787 596 324
377 467 509
851 679 178
297 720 772
353 716 717
239 334 558
416 651 627
394 325 68
500 712 555
872 222 3
502 724 252
478 374 392
588 50 225
55 214 934
574 568 804
394 777 570
731 95 7
247 781 7
349 820 437
194 801 1000
629 581 213
15 603 31
80 577 848
100 50 257
91 821 649
629 509 842
737 180 614
225 16 696
642 347 948
884 367 848
101 726 694
423 63 748
2 210 63
24 346 116
321 122 972
559 272 871
294 804 265
534 314 808
425 394 764
126 575 123
222 413 516
760 481 679
212 773 382
632 147 508
302 397 293
219 515 515
244 126 479
574 368 138
255 307 784
512 361 698
298 14 575
577 2 876
380 71 291
343 784 245
654 663 364
862 14 349
156 454 942
596 474 67
726 630 120
718 386 366
121 758 845
71 83 105
121 620 559
77 188 96
828 335 754
607 294 570
579 541 710
311 121 858
290 821 63
398 408 602
678 400 430
157 289 631
579 574 352
392 896 171
450 57 589
192 885 270
715 808 752
279 795 169
165 823 230
557 785 171
24 234 445
76 119 481
839 649 99
32 728 478
635 587 794
491 888 169
530 645 948
434 384 421
282 41 741
441 368 400
154 67 348
471 628 671
316 92 803
629 465 662
832 355 240
868 510 13
801 2 122
668 528 946
847 106 435
584 761 11
123 529 988
573 211 214
199 483 281
427 754 268
363 622 351
330 874 219
847 511 307
6 899 1000
744 42 820
260 276 719
192 555 663
402 255 3
391 544 202
488 249 302
55 328 380
784 46 705
21 204 603
540 898 668
364 622 938
351 489 882
292 401 810
895 141 907
817 632 241
441 248 689
798 266 487
233 512 661
420 199 379
755 451 390
668 199 20
356 146 154
782 715 97
616 489 367
406 634 801
190 875 299
874 231 785
559 665 374
229 716 534
100 677 303
225 769 292
248 642 357
274 805 826
140 362 681
232 334 381
564 852 507
589 146 943
414 61 325
894 724 843
589 136 407
274 291 464
857 692 981
485 820 344
22 730 734
838 885 24
423 565 458
773 88 405
377 445 692
386 309 314
896 225 91
45 863 691
28 269 595
168 189 714
7 846 326
455 247 686
298 710 689
508 741 473
515 641 286
87 5 188
451 450 535
707 108 861
26 518 272
728 463 421
145 167 366
118 435 20
42 79 699
599 291 120
798 297 102
186 191 608
560 490 983
239 491 368
849 787 794
349 276 826
759 539 927
457 176 480
884 522 500
246 849 202
294 815 225
812 555 661
537 579 645
612 437 786
574 306 110
561 791 532
519 444 10
366 536 626
506 166 115
134 810 21
11 108 441
280 98 165
400 528 72
624 645 545
283 370 430
369 179 791
36 414 318
233 44 509
828 533 714
837 514 204
6 225 245
27 694 195
524 642 4
549 822 254
128 298 628
400 25 547
473 508 298
146 147 719
388 830 627
721 604 878
553 429 294
400 487 3
819 593 424
510 773 108
535 549 39
265 630 883
11 70 242
452 339 149
644 268 445
140 213 362
229 602 808
180 671 417
870 611 106
206 802 86
54 593 788
104 290 21
300 596 580
507 879 308
652 887 10
604 140 140
462 190 774
729 110 807
575 643 434
779 172 10
459 61 395
37 865 746
341 286 409
279 276 360
641 870 118
467 585 590
562 303 362
734 710 38
805 633 621
265 293 855
890 629 663
605 136 521
203 444 517
263 28 376
260 883 883
301 767 323
822 83 279
214 551 714
188 637 690
642 402 418
827 177 969
481 702 760
10 118 196
72 75 663
745 464 102
309 153 38
175 796 242
224 218 215
227 314 350
132 838 598
667 384 150
700 775 976
626 584 344
466 523 497
723 232 212
345 523 653
458 83 581
626 730 396
202 791 148
290 624 643
28 732 373
891 273 616
370 398 660
340 234 387
549 28 246
124 83 793
239 718 715
745 287 563
214 865 762
13 748 121
831 44 508
584 535 133
631 298 119
264 133 380
391 878 31
889 574 263
574 691 393
35 631 612
800 694 453
893 756 206
788 691 614
42 568 270
405 692 891
146 317 322
488 285 411
459 676 352
736 258 144
566 413 529
655 408 205
693 331 530
289 187 976
607 813 371
794 5 420
354 273 938
118 384 939
224 193 783
624 189 666
334 518 886
73 609 509
507 644 33
266 463 881
321 394 325
260 356 303
725 161 171
138 202 58
508 717 742
19 606 110
766 84 973
452 894 45
709 302 184
100 260 248
888 401 557
297 464 841
691 651 976
567 502 566
384 128 534
630 174 717
782 594 133
28 801 419
395 420 282
543 602 869
553 219 876
433 205 697
505 91 269
498 408 717
529 687 492
351 471 837
182 57 732
528 648 933
511 459 676
599 517 331
873 760 155
875 552 2
387 425 183
553 847 428
669 411 448
291 88 140
208 224 763
585 421 237
389 108 466
460 677 664
338 127 239
287 148 558
396 518 141
633 116 33
208 763 211
280 279 192
288 19 257
788 482 23
117 825 964
411 799 429
517 646 429
508 509 980
476 825 280
732 532 968
506 650 623
89 412 12
112 745 26
89 599 111
150 119 122
271 226 393
391 379 137
364 267 661
558 224 987
720 788 998
77 582 188
640 305 650
371 887 757
733 523 628
475 855 452
833 204 487
551 144 526
457 70 813
830 663 639
635 512 865
797 378 500
326 9 229
314 692 290
362 828 111
835 21 318
73 783 975
848 174 606
462 14 658
396 881 765
850 311 190
772 180 983
715 678 538
533 294 699
810 629 592
786 166 896
79 134 516
800 530 100
187 456 185
296 322 545
207 515 9
752 804 874
734 663 891
372 791 127
268 753 901
572 276 791
730 633 144
134 848 373
279 1 897
436 853 337
109 100 66
508 875 539
260 693 190
673 85 904
347 622 234
472 511 239
243 521 655
740 386 408
335 455 421
715 891 192
566 270 215
766 809 669
33 763 465
626 49 493
774 271 142
75 745 521
89 348 707
868 754 658
238 118 137
612 574 384
454 732 178
230 801 835
564 674 771
713 416 556
500 898 969
201 380 724
826 682 454
181 470 858
768 195 745
779 703 817
728 2 88
757 810 679
360 407 670
665 504 593
157 635 244
547 698 998
652 712 176
385 443 273
138 12 575
764 106 412
816 296 712
384 304 265
148 247 634
531 640 173
824 753 185
429 403 997
435 466 499
637 705 85
398 627 772
396 755 343
90 293 407
303 398 70
316 377 453
525 349 124
865 124 761
315 205 969
325 831 232
432 348 357
681 566 797
703 66 821
657 890 520
6 86 893
540 576 303
137 346 922
355 310 383
123 375 790
299 407 170
370 744 721
226 567 529
154 193 263
193 480 12
455 46 943
384 430 78
565 349 699
445 121 301
746 699 490
353 713 611
573 62 64
146 214 274
76 882 129
641 199 219
249 443 930
20 92 852
600 49 1
178 696 972
794 23 236
484 595 844
747 661 45
231 188 52
644 10 231
231 15 704
91 65 102
805 845 182
154 149 582
350 711 169
39 783 403
471 398 274
139 625 605
694 690 806
324 433 607
743 787 466
651 562 83
805 608 990
293 813 194
476 334 133
512 492 374
285 426 174
184 446 764
401 130 416
201 200 661
85 409 768
566 474 365
433 479 804
777 212 947
383 554 146
841 694 73
247 303 161
724 343 692
874 875 628
609 268 749
78 211 603
509 431 686
262 34 383
856 439 147
442 124 723
190 798 973
495 895 132
120 393 497
583 794 470
145 763 452
459 807 600
472 432 950
573 382 974
533 260 814
583 798 120
843 403 918
661 756 452
473 760 639
852 792 58
222 882 112
881 374 498
766 422 646
26 263 218
412 712 114
13 495 400
153 156 58
574 611 587
989 1974
229 346 357
833 496 880
648 692 603
273 574 331
533 527 602
356 240 666
225 56 290
246 150 430
500 664 1
62 38 702
469 159 921
622 55 588
568 957 346
851 852 621
516 240 957
811 40 220
4 894 369
959 138 730
100 893 275
127 819 375
575 280 684
399 338 440
883 894 511
71 690 911
448 617 893
651 726 44
347 580 380
232 860 652
340 790 207
222 274 983
20 714 767
434 675 523
281 209 720
869 193 997
827 943 336
597 111 879
887 329 461
91 492 805
294 224 513
132 390 222
534 33 842
337 131 252
148 291 703
903 830 366
4 928 464
934 10 51
534 760 258
461 128 980
697 49 16
740 960 92
654 468 236
453 65 52
735 406 437
66 767 812
305 175 441
269 485 406
834 775 149
769 583 992
590 199 595
152 945 820
576 946 432
266 396 313
244 205 254
892 134 401
714 805 349
627 524 533
508 35 546
402 294 308
225 114 258
874 460 168
716 522 369
775 145 668
300 821 656
241 205 392
450 627 155
667 611 279
954 333 885
499 146 95
93 593 57
678 441 533
619 667 623
108 765 266
212 961 325
530 659 148
642 365 292
857 63 642
55 154 821
205 660 785
263 546 346
109 766 892
623 505 881
772 136 442
42 436 103
11 196 183
562 24 27
172 334 793
706 53 625
562 479 804
73 897 596
700 41 710
883 812 268
661 791 714
947 166 789
285 940 954
144 330 770
479 258 400
707 974 821
792 175 140
93 710 768
978 865 54
37 455 783
290 253 421
651 822 207
257 875 903
896 782 643
430 415 444
924 816 271
605 261 848
627 839 297
89 523 342
558 344 454
404 760 135
716 47 417
574 233 21
682 618 38
449 15 103
692 781 9
451 837 453
254 170 613
309 187 914
227 186 86
269 528 51
719 170 940
295 336 661
787 225 339
659 474 57
459 540 350
495 759 703
833 90 748
177 77 901
293 94 47
941 260 249
179 235 594
742 25 241
777 540 518
654 340 483
242 881 10
116 545 461
948 820 243
41 85 721
982 217 607
460 42 839
318 193 737
62 257 947
550 858 491
160 198 591
706 728 440
93 300 928
278 48 281
849 399 719
663 810 940
900 545 699
669 745 131
342 702 846
830 287 641
125 628 259
123 517 232
366 906 654
593 798 728
563 615 317
237 367 943
190 608 959
353 226 845
249 775 432
805 132 856
503 674 374
47 443 790
136 456 967
823 603 707
431 330 259
646 334 215
801 492 1000
979 726 316
243 761 470
780 297 251
454 838 129
127 524 393
559 738 942
226 498 499
371 218 819
264 448 374
685 58 837
70 308 761
112 234 658
451 893 410
815 333 817
498 503 257
763 847 69
530 591 231
919 492 229
6 249 154
787 966 64
499 262 402
959 214 197
803 718 352
525 531 442
360 100 325
752 400 842
453 230 587
89 499 829
2 948 677
871 962 85
968 106 588
3 651 527
494 467 287
165 37 186
506 962 314
662 531 891
408 474 208
227 850 39
431 582 301
292 823 539
607 745 668
603 321 82
975 939 471
302 776 822
248 813 325
876 88 559
565 715 746
702 524 699
573 608 851
279 704 150
401 770 937
423 963 715
114 843 428
833 340 910
469 340 967
862 80 378
56 285 508
324 354 159
615 393 594
573 128 72
807 590 870
370 845 492
188 125 964
759 972 835
525 383 549
3 302 929
658 926 215
696 985 728
498 636 868
477 468 962
370 320 603
762 840 492
545 958 326
292 632 491
743 28 655
644 13 901
961 612 741
741 289 119
734 956 119
633 890 838
721 179 899
61 365 705
94 223 979
59 651 529
159 180 340
164 478 67
913 970 663
934 158 374
47 327 587
392 731 637
46 591 111
126 467 328
656 410 439
277 928 559
850 237 914
361 228 312
300 198 316
412 523 487
621 758 944
513 138 326
673 568 761
390 891 30
415 81 256
141 154 137
254 47 782
295 898 713
107 656 877
740 148 300
347 335 804
399 436 72
210 393 304
489 636 997
179 615 885
458 726 152
385 182 767
771 563 873
795 639 238
956 703 370
789 272 801
464 179 598
484 264 168
753 530 642
667 793 631
318 524 617
798 493 267
989 849 529
912 938 946
139 690 592
468 121 215
533 496 84
488 962 342
783 961 301
813 706 337
228 577 48
181 38 393
616 93 962
106 586 712
536 376 829
166 664 637
35 631 117
672 208 966
838 137 842
615 203 817
173 537 907
613 182 933
969 244 154
959 335 886
622 471 722
208 749 589
255 319 270
628 354 16
342 601 429
266 674 218
193 695 699
295 655 20
879 534 893
428 662 386
136 185 2
218 844 522
424 150 959
89 104 226
512 470 609
15 411 169
587 502 325
293 823 635
